TITLE="Graphics"
VARIABLES= "t, s", "T0, K", "Ts, K", "Ti, K", "Ts+1, K", "gradT_d, K/cm", "gradT_g, K/cm", "q_d, W", "q_g, W", "dM, kg/s",
 "rho, kg/cm^3", "u_r, cm/s", "p, cm/(cell size) ", "inter, cm" 
0 280 280 302.97 1500 0 0 78.2694 78.2958 0 0.00098 0 1.1 0.04775
0.005 280 280 302.97 1500 0 0 25.1263 25.1266 0 0.00098 0 1.1 0.04775
0.01 280 292.626 293.934 651.82 0 0 24.9941 24.9941 0 0.00098 0 1.1 0.04775
0.015 280 298.399 299.446 646.794 0 0 25.0274 25.0271 0 0.00098 0 1.1 0.04775
0.02 280 302.973 303.964 645.012 0 0 25.0435 25.0433 0 0.00098 0 1.1 0.04775
0.025 280 306.996 307.964 643.494 0 0 25.0796 25.0783 0 0.00098 0 1.1 0.04775
0.03 280.001 310.581 311.54 642.267 0 0 25.0796 25.0783 0 0.00098 0 1.1 0.04775
0.035 280.008 313.815 314.771 641.164 0 0 25.0762 25.0956 0 0.00098 0 1.1 0.04775
0.04 280.022 316.933 317.886 640.139 0 0 25.0762 25.0956 0 0.00098 0 1.1 0.04775
0.045 280.045 319.925 320.876 639.198 0 0 25.1019 25.1119 0 0.00098 0 1.1 0.04775
0.05 280.092 322.753 323.703 638.389 0 0 25.1274 25.1329 0 0.00098 0 1.1 0.04775
0.055 280.149 325.543 326.492 637.613 0 0 25.1274 25.1329 0 0.00098 0 1.1 0.04775
0.06 280.235 328.248 329.196 636.922 0 0 25.1274 25.1329 0 0.00098 0 1.1 0.04775
0.065 280.344 330.888 331.835 636.295 0 0 25.1996 25.1921 0 0.00098 0 1.1 0.04775
0.07 280.478 333.462 334.409 635.718 0 0 25.1996 25.1921 0 0.00098 0 1.1 0.04775
0.075 280.658 335.974 336.92 635.099 0 0 25.1996 25.1921 0 0.00098 0 1.1 0.04775
0.08 280.871 338.422 339.366 634.492 0 0 25.1996 25.1921 0 0.00098 0 1.1 0.04775
0.085 281.118 340.806 341.748 633.895 0 0 25.1824 25.1824 0 0.00098 0 1.1 0.04775
0.09 281.418 343.142 344.085 633.688 0 0 25.1854 25.1852 0 0.00098 0 1.1 0.04775
0.095 281.824 345.415 346.357 633.296 0 0 25.1821 25.1855 0 0.00098 0 1.1 0.04775
0.1 282.276 347.665 348.606 632.945 0 0 25.1821 25.1855 0 0.00098 0 1.1 0.04775
0.105 282.829 349.874 350.814 632.643 0 0 25.1922 25.1922 0 0.00098 0 1.1 0.04775
0.11 283.405 352.073 353.013 632.36 0 0 25.1989 25.1988 0 0.00098 0 1.1 0.04775
0.115 284.082 354.239 355.178 632.104 0 0 25.2001 25.2001 0 0.00098 0 1.1 0.04775
0.12 284.798 356.391 357.329 631.854 0 0 25.2026 25.2026 0 0.00098 0 1.1 0.04775
0.125 285.594 358.52 359.458 631.656 0 0 25.2026 25.2026 0 0.00098 0 1.1 0.04775
0.13 286.464 360.628 361.565 631.471 0 0 25.2056 25.2056 0 0.00098 0 1.1 0.04775
0.135 287.356 362.73 363.667 631.286 0 0 25.2078 25.2078 0 0.00098 0 1.1 0.04775
0.14 288.329 364.812 365.748 631.146 0 0 25.2106 25.2106 0 0.00098 0 1.1 0.04775
0.145 289.363 366.88 367.816 631.04 0 0 25.2092 25.2092 0 0.00098 0 1.1 0.04775
0.15 290.451 368.935 369.87 630.938 0 0 25.2118 25.2118 0 0.00098 0 1.1 0.04775
0.155 291.61 370.975 371.91 630.87 0 0 25.2194 25.2116 0 0.00098 0 1.1 0.04775
0.16 292.245 372.063 373 630.835 0 0 19.5255 22.9293 3.42631e-09 0.00098 0 1.09976 0.0477494
0.165 293.475 372.782 373 604.981 0 0 17.7817 22.1583 4.39622e-09 0.00098 0.00145824 1.09944 0.0477486
0.17 294.761 379.021 373 594.974 0 0 16.4264 21.6252 5.21387e-09 0.00098 0.00195554 1.09907 0.0477477
0.175 296.101 378.591 373 589.042 0 0 15.2627 21.1646 5.91014e-09 0.00098 0.00229657 1.09865 0.0477466
0.18 297.49 378.208 373 583.986 0 0 14.4945 20.8665 6.37058e-09 0.00098 0.00259278 1.0982 0.0477455
0.185 298.927 377.885 373 579.738 0 0 13.618 20.528 6.89986e-09 0.00098 0.00284652 1.0977 0.0477443
0.19 300.409 377.606 373 576.089 0 0 12.9221 20.2634 7.32077e-09 0.00098 0.00306896 1.09718 0.047743
0.195 301.931 377.359 373 572.891 0 0 12.2209 19.998 7.74646e-09 0.00098 0.00326719 1.09663 0.0477416
0.2 303.491 377.138 373 570.053 0 0 11.5888 19.7613 8.1315e-09 0.00098 0.00344665 1.09605 0.0477401
0.205 305.086 376.939 373 567.51 0 0 11.1251 19.594 8.41586e-09 0.00098 0.00360933 1.09545 0.0477386
0.21 306.708 376.756 373 565.211 0 0 10.562 19.3837 8.75811e-09 0.00098 0.0037593 1.09483 0.0477371
0.215 308.351 376.587 373 563.096 0 0 10.0638 19.2017 9.06331e-09 0.00098 0.00389904 1.09418 0.0477355
0.22 310.012 376.432 373 561.167 0 0 9.54761 19.0143 9.38204e-09 0.00098 0.00402815 1.09351 0.0477338
0.225 311.683 376.287 373 559.392 0 0 9.23741 18.906 9.57068e-09 0.00098 0.00414867 1.09283 0.0477321
0.23 313.357 376.152 373 557.739 0 0 8.77957 18.7416 9.85398e-09 0.00098 0.00426223 1.09213 0.0477303
0.235 315.03 376.024 373 556.202 0 0 8.50312 18.647 1.00227e-08 0.00098 0.00436952 1.09141 0.0477285
0.24 316.696 375.904 373 554.767 0 0 8.09425 18.5021 1.02766e-08 0.00098 0.00447037 1.09068 0.0477267
0.245 318.349 375.791 373 553.427 0 0 7.84587 18.4187 1.04285e-08 0.00098 0.00456616 1.08994 0.0477248
0.25 319.985 375.684 373 552.169 0 0 7.47765 18.2899 1.0658e-08 0.00098 0.00465673 1.08918 0.0477229
0.255 321.6 375.582 373 550.989 0 0 7.25288 18.2157 1.07958e-08 0.00098 0.00474302 1.08841 0.047721
0.26 323.191 375.485 373 549.877 0 0 6.91904 18.1005 1.10046e-08 0.00098 0.00482498 1.08762 0.0477191
0.265 324.754 375.393 373 548.831 0 0 6.71558 18.0345 1.11293e-08 0.00098 0.00490325 1.08683 0.0477171
0.27 326.287 375.305 373 547.845 0 0 6.41019 17.9305 1.13212e-08 0.00098 0.00497804 1.08602 0.0477151
0.275 327.787 375.222 373 546.91 0 0 6.22315 17.871 1.14361e-08 0.00098 0.00504927 1.08521 0.047713
0.28 329.254 375.142 373 546.025 0 0 5.9446 17.7772 1.16115e-08 0.00098 0.00511755 1.08438 0.0477109
0.285 330.684 375.065 373 545.191 0 0 5.74798 17.7142 1.17335e-08 0.00098 0.00518293 1.08354 0.0477089
0.29 332.08 374.992 373 544.401 0 0 5.54465 17.6469 1.18586e-08 0.00098 0.00524583 1.08269 0.0477067
0.295 333.437 374.922 373 543.65 0 0 5.33658 17.5821 1.19913e-08 0.00098 0.00530571 1.08184 0.0477046
0.3 334.757 374.854 373 542.944 0 0 5.12373 17.5129 1.21251e-08 0.00098 0.00536381 1.08097 0.0477024
0.305 336.039 374.79 373 542.262 0 0 4.9576 17.4608 1.22279e-08 0.00098 0.00541881 1.0801 0.0477003
0.31 337.285 374.727 373 541.613 0 0 4.76273 17.3999 1.23521e-08 0.00098 0.00547168 1.07922 0.047698
0.315 338.495 374.667 373 541.014 0 0 4.56699 17.3362 1.24748e-08 0.00098 0.00552365 1.07833 0.0476958
0.32 339.667 374.61 373 540.422 0 0 4.4267 17.2962 1.25638e-08 0.00098 0.00557227 1.07743 0.0476936
0.325 340.805 374.554 373 539.885 0 0 4.24533 17.238 1.26778e-08 0.00098 0.00562041 1.07653 0.0476913
0.33 341.905 374.501 373 539.35 0 0 4.11531 17.2018 1.27605e-08 0.00098 0.00566553 1.07562 0.047689
0.335 342.973 374.449 373 538.865 0 0 3.94665 17.1492 1.28674e-08 0.00098 0.00571017 1.0747 0.0476867
0.34 344.003 374.4 373 538.382 0 0 3.81882 17.1128 1.29482e-08 0.00098 0.00575203 1.07377 0.0476844
0.345 345.001 374.352 373 537.948 0 0 3.65338 17.0619 1.30543e-08 0.00098 0.00579344 1.07284 0.0476821
0.35 345.966 374.306 373 537.52 0 0 3.53651 17.0281 1.31267e-08 0.00098 0.00583269 1.0719 0.0476798
0.355 346.899 374.262 373 537.101 0 0 3.398 16.9887 1.32166e-08 0.00098 0.00586986 1.07096 0.0476774
0.36 347.801 374.219 373 536.731 0 0 3.28955 16.958 1.32839e-08 0.00098 0.00590704 1.07001 0.047675
0.365 348.672 374.178 373 536.36 0 0 3.09714 16.8955 1.34082e-08 0.00098 0.00594192 1.06905 0.0476726
0.37 349.511 374.138 373 536.052 0 0 3.04295 16.8889 1.34427e-08 0.00098 0.0059772 1.06809 0.0476702
0.375 350.319 374.099 373 535.647 0 0 2.93655 16.8597 1.35101e-08 0.00098 0.00600947 1.06712 0.0476678
0.38 351.108 374.063 373 535.399 0 0 2.84775 16.8403 1.35677e-08 0.00098 0.00604058 1.06615 0.0476654
0.385 351.868 374.027 373 535.11 0 0 2.70174 16.7939 1.36616e-08 0.00098 0.00607139 1.06518 0.0476629
0.39 352.603 373.992 373 534.826 0 0 2.63257 16.7794 1.37049e-08 0.00098 0.00610071 1.0642 0.0476605
0.395 353.31 373.959 373 534.551 0 0 2.53072 16.7512 1.37694e-08 0.00098 0.00612815 1.06321 0.047658
0.4 353.995 373.926 373 534.315 0 0 2.44356 16.73 1.38256e-08 0.00098 0.00615623 1.06222 0.0476556
0.405 354.656 373.895 373 534.102 0 0 2.33799 16.7015 1.38944e-08 0.00098 0.00618347 1.06123 0.0476531
0.41 355.295 373.865 373 533.872 0 0 2.2782 16.6895 1.39309e-08 0.00098 0.00620865 1.06023 0.0476506
0.415 355.911 373.836 373 533.677 0 0 2.19883 16.672 1.3983e-08 0.00098 0.00623353 1.05923 0.0476481
0.42 356.507 373.807 373 533.474 0 0 2.08833 16.6398 1.40542e-08 0.00098 0.00625718 1.05823 0.0476456
0.425 357.076 373.78 373 533.296 0 0 2.03313 16.6318 1.40902e-08 0.00098 0.00627991 1.05722 0.0476431
0.43 357.63 373.754 373 533.127 0 0 1.97012 16.6215 1.41325e-08 0.00098 0.00630183 1.05621 0.0476405
0.435 358.166 373.729 373 532.961 0 0 1.89105 16.6002 1.41815e-08 0.00098 0.00632293 1.0552 0.047638
0.44 358.683 373.704 373 532.811 0 0 1.8106 16.5808 1.4234e-08 0.00098 0.00634347 1.05418 0.0476354
0.445 359.181 373.68 373 532.684 0 0 1.73971 16.565 1.428e-08 0.00098 0.00636373 1.05315 0.0476329
0.45 359.663 373.657 373 532.551 0 0 1.69523 16.5599 1.43082e-08 0.00098 0.00638257 1.05213 0.0476303
0.455 360.127 373.635 373 532.421 0 0 1.62944 16.5455 1.43504e-08 0.00098 0.00640032 1.0511 0.0476278
0.46 360.576 373.614 373 532.325 0 0 1.534 16.5191 1.44132e-08 0.00098 0.00641879 1.05007 0.0476252
0.465 361.008 373.593 373 532.243 0 0 1.50705 16.5217 1.44304e-08 0.00098 0.00643663 1.04904 0.0476226
0.47 361.423 373.573 373 532.047 0 0 1.44828 16.5095 1.44677e-08 0.00098 0.00645329 1.048 0.04762
0.475 361.827 373.554 373 532.062 0 0 1.41033 16.5068 1.44918e-08 0.00098 0.0064685 1.04696 0.0476174
0.48 362.216 373.536 373 531.992 0 0 1.32742 16.4852 1.45466e-08 0.00098 0.00648402 1.04592 0.0476148
0.485 362.59 373.517 373 531.938 0 0 1.30405 16.4892 1.45617e-08 0.00098 0.00649939 1.04488 0.0476122
0.49 362.951 373.5 373 531.791 0 0 1.25229 16.4807 1.45956e-08 0.00098 0.0065135 1.04383 0.0476096
0.495 363.301 373.483 373 531.812 0 0 1.4025 16.5337 1.44799e-08 0.00098 0.00652665 1.0428 0.047607
0.5 363.64 372.81 373 532.371 0 0 1.121 16.471 1.46959e-08 0.00098 0.00648322 1.04174 0.0476044
0.505 363.966 373.48 373 532.009 0 0 2.67582 17.0942 1.36795e-08 0.00098 0.00653787 1.04076 0.047602
0.51 364.283 372.805 373 540.049 0 0 1.34407 16.5705 1.45314e-08 0.00098 0.00601429 1.03972 0.0475993
0.515 364.588 373.579 373 533.283 0 0 1.28618 16.5373 1.45526e-08 0.00098 0.00648532 1.03868 0.0475967
0.52 364.882 372.741 373 532.383 0 0 4.76589 17.6514 1.20283e-08 0.00098 0.00652823 1.03781 0.0475944
0.525 365.167 370.239 373 545.152 0 0 18.2456 23.1047 3.34005e-09 0.00098 0.00540761 1.03758 0.0475935
0.53 365.441 365.054 373 603.408 0 0 36.5318 31.4438 -7.57938e-09 0.00098 0.00172954 1.03758 0.0475939
0.535 365.706 358.07 373 703.331 0 0 34.1577 31.6735 -5.11846e-09 0.00098 -0.00315602 1.03758 0.0475939
0.54 365.962 368.814 373 734.56 0 0 6.97521 19.0795 1.08488e-08 0.00098 -0.00338498 1.0368 0.0475921
0.545 366.208 376.382 373 564.212 0 0 3.74096 17.6181 1.28819e-08 0.00098 0.0046888 1.03587 0.0475897
0.55 366.445 374.776 373 546.557 0 0 2.6197 17.1537 1.36299e-08 0.00098 0.00562657 1.0349 0.0475872
0.555 366.673 374.214 373 540.831 0 0 2.32157 17.0377 1.38273e-08 0.00098 0.00599958 1.0339 0.0475847
0.56 366.887 373.955 373 538.184 0 0 1.93626 16.8869 1.40893e-08 0.00098 0.00618028 1.03289 0.0475822
0.565 367.086 373.796 373 536.609 0 0 1.67253 16.7903 1.42711e-08 0.00098 0.0062954 1.03187 0.0475797
0.57 367.27 373.685 373 535.556 0 0 1.45418 16.7123 1.44221e-08 0.00098 0.00637831 1.03084 0.0475771
0.575 367.436 373.604 373 534.821 0 0 1.32959 16.6731 1.45078e-08 0.00098 0.00643923 1.02979 0.0475745
0.58 367.585 373.542 373 534.292 0 0 1.22663 16.6425 1.45783e-08 0.00098 0.00648586 1.02875 0.0475719
0.585 367.72 373.493 373 533.899 0 0 1.46149 16.7272 1.44095e-08 0.00098 0.00652323 1.02771 0.0475693
0.59 367.843 372.819 373 534.819 0 0 0.97827 16.5694 1.47522e-08 0.00098 0.00644835 1.02666 0.0475666
0.595 367.957 372.529 373 533.543 0 0 0.754174 16.4953 1.49058e-08 0.00098 0.00657656 1.02559 0.047564
0.6 368.065 373.292 373 532.55 0 0 0.550553 16.4271 1.50438e-08 0.00098 0.00665608 1.02451 0.0475613
0.605 368.17 372.728 373 531.645 0 0 0.298129 16.3399 1.52162e-08 0.00098 0.00673121 1.02341 0.0475585
0.61 368.274 372.997 373 530.812 0 0 0.0433724 16.252 1.53908e-08 0.00098 0.00680285 1.02231 0.0475558
0.615 368.377 372.915 373 530.02 0 0 0.129274 16.2002 1.55091e-08 0.00098 0.00687057 1.02119 0.047553
0.62 368.48 372.861 373 529.255 0 0 0.354468 16.121 1.56646e-08 0.00098 0.0069375 1.02007 0.0475502
