TITLE="Graphics"
VARIABLES= "x", "T", "Y fr", "rho", "v", "Cp", "lambda", "D"
-0.0082249  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
-0.00514056  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
-0.00321285  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
-0.00200803  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.00200803  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.00401606  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0060241  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.00803213  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0100402  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0120482  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0140562  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0160643  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0180723  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0200803  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0220884  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0240964  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0261044  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0281124  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0301205  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0321285  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0341365  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0361446  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0381526  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0401606  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0421687  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0441767  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0461847  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0481928  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0502008  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0522088  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0542169  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0562249  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0582329  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.060241  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.062249  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.064257  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0662651  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0682731  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0702811  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0722892  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0742972  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0763052  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0783133  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0803213  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0823293  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0843373  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0863454  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0883534  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0903614  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0923695  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0943775  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0963855  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.0983936  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.100402  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.10241  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.104418  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.106426  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.108434  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.110442  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.11245  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.114458  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.116466  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.118474  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.120482  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.12249  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.124498  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.126506  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.128514  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.130522  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.13253  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.134538  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.136546  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.138554  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.140562  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.14257  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.144578  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.146586  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.148594  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.150602  293 0 0.000873491 997.747 2.737 0.00423136 1.76989
0.151104  302.401 0.00510204 0.000846335 1029.76 2.737 0.00432595 1.86752
0.151606  311.803 0.0102041 0.000820816 1061.78 2.737 0.00441966 1.96729
0.152108  321.204 0.0153061 0.000796791 1093.79 2.737 0.00451253 2.06919
0.15261  330.606 0.0204082 0.000774133 1125.81 2.737 0.00460458 2.1732
0.153112  340.007 0.0255102 0.000752728 1157.82 2.737 0.00469585 2.2793
0.153614  349.408 0.0306122 0.000732474 1189.83 2.737 0.00478637 2.38748
0.154116  358.81 0.0357143 0.000713282 1221.85 2.737 0.00487616 2.49771
0.154618  368.211 0.0408163 0.00069507 1253.86 2.737 0.00496525 2.60998
0.15512  377.613 0.0459184 0.000677765 1285.88 2.737 0.00505365 2.72428
0.155622  387.014 0.0510204 0.000661301 1317.89 2.737 0.0051414 2.84058
0.156124  396.416 0.0561224 0.000645617 1349.91 2.737 0.00522851 2.95889
0.156627  405.817 0.0612245 0.000630661 1381.92 2.737 0.00531501 3.07917
0.157129  415.218 0.0663265 0.000616381 1413.94 2.737 0.0054009 3.20142
0.157631  424.62 0.0714286 0.000602734 1445.95 2.737 0.00548622 3.32562
0.158133  434.021 0.0765306 0.000589678 1477.96 2.737 0.00557097 3.45176
0.158635  443.423 0.0816327 0.000577176 1509.98 2.737 0.00565516 3.57983
0.159137  452.824 0.0867347 0.000565193 1541.99 2.737 0.00573883 3.70981
0.159639  462.225 0.0918367 0.000553697 1574.01 2.737 0.00582198 3.8417
0.160141  471.627 0.0969388 0.000542659 1606.02 2.737 0.00590462 3.97548
0.160643  481.028 0.102041 0.000532053 1638.04 2.737 0.00598677 4.11114
0.161145  490.43 0.107143 0.000521854 1670.05 2.737 0.00606843 4.24867
0.161647  499.831 0.112245 0.000512039 1702.07 2.737 0.00614963 4.38805
0.162149  509.233 0.117347 0.000502585 1734.08 2.737 0.00623037 4.52928
0.162651  518.634 0.122449 0.000493475 1766.09 2.737 0.00631067 4.67235
0.163153  528.035 0.127551 0.000484689 1798.11 2.737 0.00639053 4.81725
0.163655  537.437 0.132653 0.00047621 1830.12 2.737 0.00646997 4.96396
0.164157  546.838 0.137755 0.000468023 1862.14 2.737 0.00654898 5.11249
0.164659  556.24 0.142857 0.000460112 1894.15 2.737 0.0066276 5.26281
0.165161  565.641 0.147959 0.000452465 1926.17 2.737 0.00670581 5.41491
0.165663  575.042 0.153061 0.000445068 1958.18 2.737 0.00678364 5.5688
0.166165  584.444 0.158163 0.000437908 1990.2 2.737 0.00686108 5.72446
0.166667  593.845 0.163265 0.000430976 2022.21 2.737 0.00693816 5.88189
0.167169  603.247 0.168367 0.000424259 2054.22 2.737 0.00701486 6.04106
0.167671  612.648 0.173469 0.000417748 2086.24 2.737 0.00709121 6.20199
0.168173  622.049 0.178571 0.000411435 2118.25 2.737 0.00716721 6.36465
0.168675  631.451 0.183673 0.000405309 2150.27 2.737 0.00724287 6.52904
0.169177  640.852 0.188776 0.000399363 2182.28 2.737 0.00731818 6.69515
0.169679  650.254 0.193878 0.000393589 2214.3 2.737 0.00739317 6.86298
0.170181  659.655 0.19898 0.00038798 2246.31 2.737 0.00746783 7.03252
0.170683  669.057 0.204082 0.000382528 2278.33 2.737 0.00754218 7.20375
0.171185  678.458 0.209184 0.000377227 2310.34 2.737 0.00761621 7.37668
0.171687  687.859 0.214286 0.000372071 2342.35 2.737 0.00768993 7.5513
0.172189  697.261 0.219388 0.000367055 2374.37 2.737 0.00776336 7.72759
0.172691  706.662 0.22449 0.000362171 2406.38 2.737 0.00783648 7.90555
0.173193  716.064 0.229592 0.000357416 2438.4 2.737 0.00790932 8.08518
0.173695  725.465 0.234694 0.000352784 2470.41 2.737 0.00798186 8.26647
0.174197  734.866 0.239796 0.000348271 2502.43 2.737 0.00805413 8.44941
0.174699  744.268 0.244898 0.000343872 2534.44 2.737 0.00812612 8.634
0.175201  753.669 0.25 0.000339582 2566.46 2.737 0.00819784 8.82022
0.175703  763.071 0.255102 0.000335399 2598.47 2.737 0.00826929 9.00808
0.176205  772.472 0.260204 0.000331317 2630.48 2.737 0.00834047 9.19756
0.176707  781.873 0.265306 0.000327333 2662.5 2.737 0.0084114 9.38867
0.177209  791.275 0.270408 0.000323444 2694.51 2.737 0.00848207 9.58139
0.177711  800.676 0.27551 0.000319646 2726.53 2.737 0.00855249 9.77573
0.178213  810.078 0.280612 0.000315936 2758.54 2.737 0.00862266 9.97166
0.178715  819.479 0.285714 0.000312312 2790.56 2.737 0.00869259 10.1692
0.179217  828.881 0.290816 0.000308769 2822.57 2.737 0.00876228 10.3683
0.179719  838.282 0.295918 0.000305306 2854.59 2.737 0.00883173 10.569
0.180221  847.683 0.30102 0.00030192 2886.6 2.737 0.00890095 10.7713
0.180723  857.085 0.306122 0.000298608 2918.61 2.737 0.00896994 10.9752
0.181225  866.486 0.311224 0.000295369 2950.63 2.737 0.0090387 11.1806
0.181727  875.888 0.316327 0.000292198 2982.64 2.737 0.00910724 11.3877
0.182229  885.289 0.321429 0.000289095 3014.66 2.737 0.00917556 11.5962
0.182731  894.69 0.326531 0.000286057 3046.67 2.737 0.00924366 11.8064
0.183233  904.092 0.331633 0.000283083 3078.69 2.737 0.00931154 12.018
0.183735  913.493 0.336735 0.000280169 3110.7 2.737 0.00937922 12.2313
0.184237  922.895 0.341837 0.000277315 3142.72 2.737 0.00944668 12.446
0.184739  932.296 0.346939 0.000274519 3174.73 2.737 0.00951394 12.6623
0.185241  941.698 0.352041 0.000271778 3206.74 2.737 0.009581 12.8802
0.185743  951.099 0.357143 0.000269092 3238.76 2.737 0.00964786 13.0995
0.186245  960.5 0.362245 0.000266458 3270.77 2.737 0.00971451 13.3204
0.186747  969.902 0.367347 0.000263875 3302.79 2.737 0.00978098 13.5428
0.187249  979.303 0.372449 0.000261342 3334.8 2.737 0.00984725 13.7667
0.187751  988.705 0.377551 0.000258857 3366.82 2.737 0.00991333 13.9922
0.188253  998.106 0.382653 0.000256418 3398.83 2.737 0.00997922 14.2191
0.188755  1007.51 0.387755 0.000254026 3430.85 2.737 0.0100449 14.4475
0.189257  1016.91 0.392857 0.000251677 3462.86 2.737 0.0101104 14.6775
0.189759  1026.31 0.397959 0.000249372 3494.87 2.737 0.0101758 14.9089
