TITLE="Graphics"
VARIABLES= "rj, m", "T, K", "Lambda, W/m*K" 
0 -nan(ind) 0.679049
2.5e-05 -nan(ind) 0.679049
5e-05 -nan(ind) 0.679049
7.5e-05 -nan(ind) 0.679049
0.0001 -nan(ind) 0.679049
0.000125 -nan(ind) 0.679049
0.00015 -nan(ind) 0.679049
0.000175 -nan(ind) 0.679049
0.0002 -nan(ind) 0.679049
0.000225 -nan(ind) 0.679049
0.00025 -nan(ind) 0.679049
0.000275 -nan(ind) 0.679049
0.0003 -nan(ind) 0.679049
0.000325 -nan(ind) 0.679049
0.00035 -nan(ind) 0.679049
0.000375 -nan(ind) 0.679049
0.0004 -nan(ind) 0.679049
0.000425 -nan(ind) 0.679049
0.00045 -nan(ind) 8.24329e+13
0.000475 -nan(ind) 8.24329e+13
0.0005 -nan(ind) 8.24329e+13
0.000525 -nan(ind) 8.24329e+13
0.00055 -nan(ind) 8.24329e+13
0.000575 -nan(ind) 8.24329e+13
0.0006 -nan(ind) 8.24329e+13
0.000625 -nan(ind) 8.24329e+13
0.00065 -nan(ind) 8.24329e+13
0.000675 -nan(ind) 8.24329e+13
0.0007 -nan(ind) 8.24329e+13
0.000725 -nan(ind) 8.24329e+13
0.00075 -nan(ind) 8.24329e+13
0.000775 -nan(ind) 8.24329e+13
0.0008 -nan(ind) 8.24329e+13
0.000825 -nan(ind) 8.24329e+13
0.00085 -nan(ind) 8.24329e+13
0.000875 -nan(ind) 8.24329e+13
0.0009 -nan(ind) 8.24329e+13
0.000925 -nan(ind) 8.24329e+13
0.00095 -nan(ind) 8.24329e+13
0.000975 -nan(ind) 8.24329e+13
0.001 -nan(ind) 8.24329e+13
0.001025 -nan(ind) 8.24329e+13
0.00105303 -nan(ind) 8.24329e+13
0.00108447 -nan(ind) 8.24329e+13
0.00111973 -nan(ind) 8.24329e+13
0.00115926 -nan(ind) 8.24329e+13
0.0012036 -nan(ind) 8.24329e+13
0.00125331 -nan(ind) 8.24329e+13
0.00130906 -nan(ind) 8.24329e+13
0.00137158 -nan(ind) 8.24329e+13
0.00144169 -nan(ind) 8.24329e+13
0.00152031 -nan(ind) 8.24329e+13
0.00160848 -nan(ind) 8.24329e+13
0.00170735 -nan(ind) 8.24329e+13
0.00181822 -nan(ind) 8.24329e+13
0.00194255 -nan(ind) 8.24329e+13
0.00208197 -nan(ind) 8.24329e+13
0.00223832 -nan(ind) 8.24329e+13
0.00241364 -nan(ind) 8.24329e+13
0.00261026 -nan(ind) 8.24329e+13
0.00283074 -nan(ind) 8.24329e+13
0.00307798 -nan(ind) 8.24329e+13
0.00335525 -nan(ind) 8.24329e+13
0.00366617 -nan(ind) 8.24329e+13
0.00401483 -nan(ind) 8.24329e+13
0.00440583 -nan(ind) 8.24329e+13
0.00484428 -nan(ind) 8.24329e+13
0.00533597 -nan(ind) 8.24329e+13
0.00588734 -nan(ind) 8.24329e+13
0.00650565 -nan(ind) 8.24329e+13
0.00719903 -nan(ind) 8.24329e+13
0.00797657 -nan(ind) 8.24329e+13
0.00884851 -nan(ind) 8.24329e+13
0.0098263 -nan(ind) 8.24329e+13
0.0109228 -nan(ind) 8.24329e+13
0.0121524 -nan(ind) 8.24329e+13
0.0135313 -nan(ind) 8.24329e+13
0.0150775 -nan(ind) 8.24329e+13
0.0168115 -nan(ind) 8.24329e+13
0.018756 -nan(ind) 7.76814e+13
0.0209365 -nan(ind) 7.31394e+13
0.0233817 -nan(ind) 6.87981e+13
0.0261238 -nan(ind) 6.46483e+13
0.0291988 -nan(ind) 6.06805e+13
0.032647 -nan(ind) 5.68851e+13
0.0365139 -nan(ind) 5.32521e+13
0.0408502 -nan(ind) 4.97714e+13
0.0457129 -nan(ind) 4.64327e+13
0.0511659 -nan(ind) 4.32253e+13
0.0572809 -nan(ind) 4.01382e+13
0.0641383 -nan(ind) 3.71598e+13
0.0718281 -nan(ind) 3.42779e+13
0.0804515 -nan(ind) 3.14788e+13
0.0901217 -nan(ind) 2.87474e+13
0.100966 -nan(ind) 2.60657e+13
0.113126 -nan(ind) 2.34116e+13
0.126763 -nan(ind) 2.07561e+13
0.142056 -nan(ind) 1.80575e+13
0.159204 -nan(ind) 1.52497e+13
0.178435 nan 1.2209e+13
0.2 1500 0.166434
