TITLE="Graphics"
VARIABLES= "rj, m", "T, K", "Lambda, W/m*K" 
0 -nan(ind) -nan(ind)
2.77778e-05 -nan(ind) -nan(ind)
5.55556e-05 -nan(ind) -nan(ind)
8.33333e-05 -nan(ind) -nan(ind)
0.000111111 -nan(ind) -nan(ind)
0.000138889 -nan(ind) -nan(ind)
0.000166667 -nan(ind) -nan(ind)
0.000194444 -nan(ind) -nan(ind)
0.000222222 -nan(ind) -nan(ind)
0.00025 -nan(ind) -nan(ind)
0.000277778 -nan(ind) -nan(ind)
0.000305556 -nan(ind) -nan(ind)
0.000333333 -nan(ind) -nan(ind)
0.000361111 -nan(ind) -nan(ind)
0.000388889 -nan(ind) -nan(ind)
0.000416667 -nan(ind) -nan(ind)
0.000444444 -nan(ind) -nan(ind)
0.000472222 -nan(ind) -nan(ind)
0.0005 -nan(ind) -nan(ind)
0.000527778 -nan(ind) -nan(ind)
0.000555556 -nan(ind) -nan(ind)
0.000583333 -nan(ind) -nan(ind)
-nan(ind) nan -nan(ind)
0.000611111 -nan(ind) -nan(ind)
0.000638889 -nan(ind) -nan(ind)
0.000666667 -nan(ind) -nan(ind)
0.000694444 -nan(ind) -nan(ind)
0.000722222 -nan(ind) -nan(ind)
0.00075 -nan(ind) -nan(ind)
0.000777778 -nan(ind) -nan(ind)
0.000805556 -nan(ind) -nan(ind)
0.000833333 -nan(ind) -nan(ind)
0.000861111 -nan(ind) -nan(ind)
0.000888889 -nan(ind) -nan(ind)
0.000916667 -nan(ind) -nan(ind)
0.000944444 -nan(ind) -nan(ind)
0.000972222 -nan(ind) -nan(ind)
0.001 -nan(ind) -nan(ind)
0.00102778 -nan(ind) -nan(ind)
0.00105556 -nan(ind) -nan(ind)
0.00108333 -nan(ind) -nan(ind)
0.00111111 -nan(ind) -nan(ind)
0.00113889 -nan(ind) -nan(ind)
0.00116997 -nan(ind) -nan(ind)
0.00120476 -nan(ind) -nan(ind)
0.00124369 -nan(ind) -nan(ind)
0.00128725 -nan(ind) -nan(ind)
0.001336 -nan(ind) -nan(ind)
0.00139055 -nan(ind) -nan(ind)
0.0014516 -nan(ind) -nan(ind)
0.00151991 -nan(ind) -nan(ind)
0.00159636 -nan(ind) -nan(ind)
0.00168192 -nan(ind) -nan(ind)
0.00177765 -nan(ind) -nan(ind)
0.00188479 -nan(ind) -nan(ind)
0.00200468 -nan(ind) -nan(ind)
0.00213885 -nan(ind) -nan(ind)
0.00228898 -nan(ind) -nan(ind)
0.002457 -nan(ind) -nan(ind)
0.00264502 -nan(ind) -nan(ind)
0.00285542 -nan(ind) -nan(ind)
0.00309088 -nan(ind) -nan(ind)
0.00335436 -nan(ind) -nan(ind)
0.00364922 -nan(ind) -nan(ind)
0.00397918 -nan(ind) -nan(ind)
0.00434843 -nan(ind) -nan(ind)
0.00476164 -nan(ind) -nan(ind)
0.00522405 -nan(ind) -nan(ind)
0.00574151 -nan(ind) -nan(ind)
0.00632058 -nan(ind) -nan(ind)
0.00696859 -nan(ind) -nan(ind)
0.00769376 -nan(ind) -nan(ind)
0.00850526 -nan(ind) -nan(ind)
0.00941338 -nan(ind) -nan(ind)
0.0104296 -nan(ind) -nan(ind)
0.0115669 -nan(ind) -nan(ind)
0.0128395 -nan(ind) -nan(ind)
0.0142636 -nan(ind) -nan(ind)
0.0158573 -nan(ind) -nan(ind)
0.0176408 -nan(ind) -nan(ind)
0.0196366 -nan(ind) -nan(ind)
0.02187 -nan(ind) -nan(ind)
0.0243693 -nan(ind) -nan(ind)
0.0271662 -nan(ind) -nan(ind)
0.0302961 -nan(ind) -nan(ind)
0.0337986 -nan(ind) -nan(ind)
0.0377181 -nan(ind) -nan(ind)
0.0421043 -nan(ind) -nan(ind)
0.0470127 -nan(ind) -nan(ind)
0.0525055 -nan(ind) -nan(ind)
0.0586522 -nan(ind) -nan(ind)
0.0655308 -nan(ind) -nan(ind)
0.0732284 -nan(ind) -nan(ind)
0.0818424 -nan(ind) -nan(ind)
0.0914819 -nan(ind) -nan(ind)
0.102269 -nan(ind) -nan(ind)
0.114341 -nan(ind) -nan(ind)
0.12785 -nan(ind) -nan(ind)
0.142967 -nan(ind) -nan(ind)
0.159884 -nan(ind) -nan(ind)
0.178815 -nan(ind) -nan(ind)
0.2 1500 0.166434
