TITLE="Graphics"
VARIABLES= "rj", "q", "rho", "u_r" 
0.000525 86763.7 0.487243 0.0164871
0.000552766 673360 0.291647 0.0248466
0.000583604 468858 0.236941 0.0274367
0.000617854 358465 0.209028 0.027748
0.000655893 278054 0.191762 0.0268397
0.000698141 215478 0.180028 0.0252337
0.000745063 166016 0.17161 0.0232423
0.000797177 126926 0.165365 0.0210695
0.000855057 96221.4 0.160632 0.0188533
0.00091934 72311.2 0.156994 0.0166867
0.000990736 53871.5 0.154175 0.0146311
0.00107003 39792.8 0.151978 0.0127243
0.0011581 29151.2 0.150262 0.0109867
0.00125591 21186.4 0.148921 0.00942617
0.00136454 15281.3 0.147873 0.00804162
0.0014852 10942.9 0.147056 0.00682584
0.0016192 7783.09 0.146421 0.00576771
0.00176803 5500.35 0.145929 0.00485389
0.00193332 3863.88 0.145548 0.00407
0.0021169 2699.12 0.145255 0.00340154
0.00232079 1875.67 0.14503 0.0028345
0.00254725 1297.14 0.144858 0.00235572
0.00279875 893.039 0.144727 0.00195313
0.00307809 612.282 0.144627 0.00161584
0.00338832 418.186 0.144551 0.00133418
0.00373289 284.611 0.144495 0.00109968
0.00411557 193.07 0.144452 0.00090495
0.0045406 130.575 0.14442 0.000743628
0.00501265 88.0598 0.144395 0.000610267
0.00553693 59.2286 0.144377 0.000500231
0.00611921 39.7342 0.144364 0.000409598
0.00676592 26.5881 0.144354 0.000335062
0.00748417 17.7448 0.144347 0.00027385
0.0082819 11.8098 0.144341 0.000223644
0.00916789 7.83557 0.144337 0.000182512
0.0101519 5.18053 0.144334 0.000148848
0.0112448 3.41127 0.144332 0.000121323
0.0124586 2.23575 0.144331 9.88353e-05
0.0138067 1.45741 0.144329 8.04776e-05
0.0153039 0.944155 0.144329 6.55013e-05
0.0169668 0.607222 0.144328 5.32913e-05
0.0188137 0.387093 0.144328 4.33421e-05
0.0208649 0.243991 0.144327 3.52392e-05
0.0231431 0.151496 0.144327 2.86429e-05
0.0256733 0.0921944 0.144327 2.32754e-05
0.0284835 0.054659 0.144327 1.89093e-05
0.0316045 0.0313651 0.144327 1.53589e-05
0.0350709 0.0173039 0.144327 1.24729e-05
0.0389208 0.00911191 0.144327 1.01274e-05
0.0431967 0.00454156 0.144327 8.22165e-06
0.0479457 0.00212138 0.144327 6.67363e-06
0.05322 0.00091819 0.144327 5.4164e-06
0.0590779 0.000363742 0.144327 4.39552e-06
0.065584 0.000130173 0.144327 3.56669e-06
0.0728098 4.15076e-05 0.144327 2.89388e-06
0.0808352 1.16251e-05 0.144327 2.34779e-06
0.0897484 2.8184e-06 0.144327 1.90461e-06
0.0996478 5.83024e-07 0.144327 1.54499e-06
0.110642 1.01481e-07 0.144327 1.25319e-06
0.122854 1.46833e-08 0.144327 1.01645e-06
0.136416 1.74953e-09 0.144327 8.24387e-07
0.151478 1.60791e-10 0.144327 6.68589e-07
0.168208 1.35725e-11 0.144327 5.42212e-07
0.186788 0 0.144327 4.39708e-07
0.207424 0 0.144327 3.5657e-07
0.230342 0 0.144327 2.89143e-07
0.255797 0 0.144327 2.3446e-07
0.284068 0 0.144327 1.90115e-07
0.315467 0 0.144327 1.54153e-07
0.35034 0 0.144327 1.24992e-07
0.389071 0 0.144327 1.01345e-07
0.432087 0 0.144327 8.21709e-08
0.479863 0 0.144327 6.66233e-08
0.532924 0 0.144327 5.40169e-08
0.591856 0 0.144327 4.37953e-08
0.657309 0 0.144327 3.55076e-08
0.730003 0 0.144327 2.8788e-08
0.81074 0 0.144327 2.33398e-08
0.900409 0 0.144327 1.89226e-08
