TITLE="Graphics"
VARIABLES= "rj, m", "q, W", "rho, kg/m^3", "u_r, m/s" 
0.0005375 -nan(ind) -nan(ind) -nan(ind)
0.0005625 -nan(ind) -nan(ind) -nan(ind)
0.0005875 -nan(ind) -nan(ind) -nan(ind)
0.0006125 -nan(ind) -nan(ind) -nan(ind)
0.0006375 -nan(ind) -nan(ind) -nan(ind)
0.0006625 -nan(ind) -nan(ind) -nan(ind)
0.0006875 -nan(ind) -nan(ind) -nan(ind)
0.0007125 -nan(ind) -nan(ind) -nan(ind)
0.0007375 -nan(ind) -nan(ind) -nan(ind)
0.0007625 -nan(ind) -nan(ind) -nan(ind)
0.0007875 -nan(ind) -nan(ind) -nan(ind)
0.0008125 -nan(ind) -nan(ind) -nan(ind)
0.0008375 -nan(ind) -nan(ind) -nan(ind)
0.0008625 -nan(ind) -nan(ind) -nan(ind)
0.0008875 -nan(ind) -nan(ind) -nan(ind)
0.0009125 -nan(ind) -nan(ind) -nan(ind)
0.0009375 -nan(ind) -nan(ind) -nan(ind)
0.0009625 -nan(ind) -nan(ind) -nan(ind)
0.0009875 -nan(ind) -nan(ind) -nan(ind)
0.0010125 -nan(ind) -nan(ind) -nan(ind)
0.00104053 -nan(ind) -nan(ind) -nan(ind)
0.00107197 -nan(ind) -nan(ind) -nan(ind)
0.00110723 -nan(ind) -nan(ind) -nan(ind)
0.00114676 -nan(ind) -nan(ind) -nan(ind)
0.0011911 -nan(ind) -nan(ind) -nan(ind)
0.00124081 -nan(ind) -nan(ind) -nan(ind)
0.00129656 -nan(ind) -nan(ind) -nan(ind)
0.00135908 -nan(ind) -nan(ind) -nan(ind)
0.00142919 -nan(ind) -nan(ind) -nan(ind)
0.00150781 -nan(ind) -nan(ind) -nan(ind)
0.00159598 -nan(ind) -nan(ind) -nan(ind)
0.00169485 -nan(ind) -nan(ind) -nan(ind)
0.00180572 -nan(ind) -nan(ind) -nan(ind)
0.00193005 -nan(ind) -nan(ind) -nan(ind)
0.00206947 -nan(ind) -nan(ind) -nan(ind)
0.00222582 -nan(ind) -nan(ind) -nan(ind)
0.00240114 -nan(ind) -nan(ind) -nan(ind)
0.00259776 -nan(ind) -nan(ind) -nan(ind)
0.00281824 -nan(ind) -nan(ind) -nan(ind)
0.00306548 -nan(ind) -nan(ind) -nan(ind)
0.00334275 -nan(ind) -nan(ind) -nan(ind)
0.00365367 -nan(ind) -nan(ind) -nan(ind)
0.00400233 -nan(ind) -nan(ind) -nan(ind)
0.00439333 -nan(ind) -nan(ind) -nan(ind)
0.00483178 -nan(ind) -nan(ind) -nan(ind)
0.00532347 -nan(ind) -nan(ind) -nan(ind)
0.00587484 -nan(ind) -nan(ind) -nan(ind)
0.00649315 -nan(ind) -nan(ind) -nan(ind)
0.00718653 -nan(ind) -nan(ind) -nan(ind)
0.00796407 -nan(ind) -nan(ind) -nan(ind)
0.00883601 -nan(ind) -nan(ind) -nan(ind)
0.0098138 -nan(ind) -nan(ind) -nan(ind)
0.0109103 -nan(ind) -nan(ind) -nan(ind)
0.0121399 -nan(ind) -nan(ind) -nan(ind)
0.0135188 -nan(ind) -nan(ind) -nan(ind)
0.015065 -nan(ind) -nan(ind) -nan(ind)
0.016799 -nan(ind) -nan(ind) -nan(ind)
0.0187435 -nan(ind) -nan(ind) -nan(ind)
0.020924 -nan(ind) -nan(ind) -nan(ind)
0.0233692 -nan(ind) -nan(ind) -nan(ind)
0.0261113 -nan(ind) -nan(ind) -nan(ind)
0.0291863 -nan(ind) -nan(ind) -nan(ind)
0.0326345 -nan(ind) -nan(ind) -nan(ind)
0.0365014 -nan(ind) -nan(ind) -nan(ind)
0.0408377 -nan(ind) -nan(ind) -nan(ind)
0.0457004 -nan(ind) -nan(ind) -nan(ind)
0.0511534 -nan(ind) -nan(ind) -nan(ind)
0.0572684 -nan(ind) -nan(ind) -nan(ind)
0.0641258 -nan(ind) -nan(ind) -nan(ind)
0.0718156 -nan(ind) -nan(ind) -nan(ind)
0.080439 -nan(ind) -nan(ind) -nan(ind)
0.0901092 -nan(ind) -nan(ind) -nan(ind)
0.100953 -nan(ind) -nan(ind) -nan(ind)
0.113114 -nan(ind) -nan(ind) -nan(ind)
0.126751 -nan(ind) -nan(ind) -nan(ind)
0.142043 -nan(ind) -nan(ind) -nan(ind)
0.159192 -nan(ind) -nan(ind) -nan(ind)
0.178422 -nan(ind) -nan(ind) -nan(ind)
