TITLE="Graphics"
VARIABLES= "rj, m", "q, W", "rho, kg/m^3", "u_r, m/s" 
0.000560976 -nan(ind) 980 -6603.61
0.000585366 -nan(ind) 2.24063e-05 -2.65259e+11
0.000609756 -nan(ind) 2.24055e-05 -2.44472e+11
0.000634146 -nan(ind) 2.24076e-05 -2.26007e+11
0.000658537 -nan(ind) 2.24118e-05 -2.09536e+11
0.000682927 -nan(ind) 2.24174e-05 -1.94787e+11
0.000707317 -nan(ind) 2.24242e-05 -1.81531e+11
0.000731707 -nan(ind) 2.24318e-05 -1.69573e+11
0.000756098 -nan(ind) 2.24401e-05 -1.5875e+11
0.000780488 -nan(ind) 2.2449e-05 -1.48925e+11
0.000804878 -nan(ind) 2.24584e-05 -1.39977e+11
0.000829268 -nan(ind) 2.24684e-05 -1.31806e+11
0.000853659 -nan(ind) 2.24788e-05 -1.24324e+11
0.000878049 -nan(ind) 2.24897e-05 -1.17456e+11
0.000902439 -nan(ind) 2.25011e-05 -1.11136e+11
0.000926829 -nan(ind) 2.2513e-05 -1.05308e+11
0.00095122 -nan(ind) 2.25254e-05 -9.99222e+10
0.00097561 -nan(ind) 2.25382e-05 -9.49344e+10
0.001 -nan(ind) 2.25516e-05 -9.03064e+10
0.00102736 -nan(ind) 2.25672e-05 -8.55005e+10
0.00105807 -nan(ind) 2.25855e-05 -8.05452e+10
0.00109251 -nan(ind) 2.26071e-05 -7.54741e+10
0.00113116 -nan(ind) 2.26328e-05 -7.03253e+10
0.00117452 -nan(ind) 2.26633e-05 -6.51409e+10
0.00122316 -nan(ind) 2.27e-05 -5.99656e+10
0.00127774 -nan(ind) 2.27442e-05 -5.48454e+10
0.00133897 -nan(ind) 2.27979e-05 -4.9826e+10
0.00140767 -nan(ind) 2.28636e-05 -4.49517e+10
0.00148475 -nan(ind) 2.29446e-05 -4.02632e+10
0.00157123 -nan(ind) 2.3045e-05 -3.57964e+10
0.00166825 -nan(ind) 2.31707e-05 -3.15815e+10
0.00177711 -nan(ind) 2.33293e-05 -2.76418e+10
0.00189923 -nan(ind) 2.35312e-05 -2.39935e+10
0.00203626 -nan(ind) 2.37905e-05 -2.06455e+10
0.00218999 -nan(ind) 2.4127e-05 -1.75999e+10
0.00236246 -nan(ind) 2.45678e-05 -1.48524e+10
0.00255597 -nan(ind) 2.51521e-05 -1.23939e+10
0.00277308 -nan(ind) 2.59357e-05 -1.02111e+10
0.00301666 -nan(ind) 2.70004e-05 -8.28841e+09
0.00328995 -nan(ind) 2.84688e-05 -6.60918e+09
0.00359656 -nan(ind) 3.05285e-05 -5.15722e+09
0.00394056 -nan(ind) 3.34758e-05 -3.91785e+09
0.00432651 -nan(ind) 3.77963e-05 -2.87853e+09
0.00475953 -nan(ind) 4.432e-05 -2.02846e+09
0.00524535 -nan(ind) 5.45415e-05 -1.35712e+09
0.00579041 -nan(ind) 7.1316e-05 -8.51705e+08
0.00640194 -nan(ind) 0.000100484 -4.94511e+08
0.00708805 -nan(ind) 0.00015496 -2.61591e+08
0.00785782 -nan(ind) 0.000265941 -1.24024e+08
0.00872145 -nan(ind) 0.000516652 -5.18226e+07
0.00969041 -nan(ind) 0.00115477 -1.87809e+07
0.0107775 -nan(ind) 0.00300501 -5.8346e+06
0.0119972 -nan(ind) 0.00905859 -1.56197e+06
0.0133656 -nan(ind) 0.0294244 -387444
0.0149009 -nan(ind) 0.0789512 -116174
0.0166234 -nan(ind) 0.126614 -58206.4
0.018556 -nan(ind) 0.141754 -41724.5
0.0207242 -nan(ind) 0.144113 -32903.1
0.0231568 -nan(ind) 0.144343 -26311.2
0.0258861 -nan(ind) 0.144344 -21055.4
0.0289482 -nan(ind) 0.144334 -16837.7
0.0323837 -nan(ind) 0.144329 -13455.1
0.0362382 -nan(ind) 0.144328 -10745.2
0.0405626 -nan(ind) 0.144327 -8576.21
0.0454145 -nan(ind) 0.144327 -6841.63
0.0508579 -nan(ind) 0.144327 -5455.45
0.0569652 -nan(ind) 0.144327 -4348.39
0.0638172 -nan(ind) 0.144327 -3464.75
0.0715049 -nan(ind) 0.144327 -2759.8
0.0801299 -nan(ind) 0.144327 -2197.65
0.0898068 -nan(ind) 0.144327 -1749.56
0.100664 -nan(ind) 0.144327 -1392.52
0.112844 -nan(ind) 0.144327 -1108.12
0.126511 -nan(ind) 0.144327 -881.645
0.141843 -nan(ind) 0.144327 -701.342
0.159046 -nan(ind) 0.144327 -557.831
0.178346 nan 0.144327 -443.63
