TITLE="Graphics"
VARIABLES= "i", "F"
0 80.4761
1 41.7367
2 21.673
3 11.2576
4 5.84817
5 3.0385
6 1.57962
7 0.82315
8 0.432903
9 0.235227
10 0.140738
11 0.10141
12 0.088016
13 0.0841299
14 0.0830891
15 0.0828154
16 0.0827348
17 0.0826981
18 0.0826689
19 0.0826392
20 0.0826083
21 0.0825764
22 0.0825438
23 0.0825109
24 0.0824779
25 0.0824447
26 0.0824115
27 0.0823783
28 0.0823451
29 0.0823119
30 0.0822787
31 0.0822456
32 0.0822124
33 0.0821793
34 0.0821461
35 0.082113
36 0.0820799
37 0.0820468
38 0.0820137
39 0.0819807
40 0.0819476
41 0.0819146
42 0.0818816
43 0.0818486
44 0.0818156
45 0.0817826
46 0.0817496
47 0.0817167
48 0.0816838
49 0.0816508
